id;Vrsta;Breed;link1;link2;link3;Skupina;Opis;Temperament;MinVisCM;MaxVisCM;MinKG;MaxKG;MinAge;MaxAge;NjegaDlake;Linjanje;RazEnergije;Trening;Vladanje ;Slika
160;Lhasa Apso;Lhasa Apso;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Lhasa_Apso_%281%29.jpg/640px-Lhasa_Apso_%281%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Chiots_Lhassa_Apso_%C3%A0_la_t%C3%A9t%C3%A9e.jpg/640px-Chiots_Lhassa_Apso_%C3%A0_la_t%C3%A9t%C3%A9e.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Lhasa_apso_portret.jpg/640px-Lhasa_apso_portret.jpg;Non-Sporting Group;"Visoke manje od 30 centimetara u ramenima, Lhase su mali, ali izdržljivi psi aristokratskog držanja. 
Poznate su po dugoj, ravnoj dlaci koja visi do poda, razdijeljenoj po sredini i prekrivajući svaku stranu tijela. 
Perjaničasti rep se uvija preko leđa na prepoznatljiv način tibetanskih pasmina. 
Ljubitelji pasmine kažu da su tamne, ovalne oči - koje vire kroz bujnu dlaku na licu - prozori vesele duše Lhase. 
Potpuna slika je nepogrešivo azijska: egzotična, elegantna i spokojno uravnotežena. 
Bogato dlaka Lhasa Apso je tisućljetna pasmina koja je služila kao stražar u palačama i samostanima izoliranim visoko u Himalaji. 
Pametne, samouvjerene i složene, Lhase su obiteljski komičari, ali kraljevski rezervirani sa strancima.";Samouvjereni, pametni, komični;25,4;27,94;5,44;8,16;12;15;Četkanje 2-3 puta tjedno;Infrequent;Redovito vježbanje;Nezavisan;Rezerviran s nepoznatima;
161;Lovšen;Lowchen;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Parti_Colored_Lowchen_puppy.jpg/640px-Parti_Colored_Lowchen_puppy.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Quinbury_fiesta_fashion_Female_Lowchen_imported_to_New_Zeland.jpg/640px-Quinbury_fiesta_fashion_Female_Lowchen_imported_to_New_Zeland.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/L%C3%B6wchen_aka_Little_Lion_Dog_1.jpg/640px-L%C3%B6wchen_aka_Little_Lion_Dog_1.jpg;Non-Sporting Group;"Mali psi s ogromnim srcem, Löwchen (ista jednina ili množina) visoki su nešto više od 30 centimetara u ramenima. 
Dlaka se tradicionalno drži u ""lavljoj štipaljci"", gdje se većina stražnjih nogu i repa podšišava blizu kože. Ukupni dojam je onaj mini lava, s punom grivom i perjaničastim repom. 
Dlaka dolazi u nekoliko boja i kombinacija boja. 
Ispod dlake krije se pas koji je snažan i čvrst, ali elegantan i umjetnički uravnotežen. 
Pas za društvo čije ime na njemačkom znači ""mali lav"", Löwchen je popularan kućni ljubimac među kontinentalnim Europljanima više od 500 godina. Za prenosivog, nelinjajućeg Löwchena se kaže da je privržen, živahan i hrabar poput lava.";Privržen, društven, pozitivan;27,94;33,02;4,53;6,81;15;15;Povremeno kupanje i četkanje;Infrequent;Redovito vježbanje;Ugodan/Agreeable;Otvoreno;
162;Maltezer;Maltese;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/01_AKC_Maltese_Dog_Show_2013.jpg/640px-01_AKC_Maltese_Dog_Show_2013.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Maltese_600.jpg/640px-Maltese_600.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Dog-1123016_960_720.jpg/640px-Dog-1123016_960_720.jpg;toy Group;"Maltezeri su privrženi mali psići težine manje od tri kilograma, prekriveni dugom, ravnom, svilenkastom dlakom. 
Ispod potpuno bijelog plašta nalazi se kompaktno tijelo koje se kreće glatkim i laganim hodom. 
Ukupna slika prikazuje slobodnu eleganciju i ravnotežu. 
Neodoljivo malteško lice - s velikim, tamnim očima i crnim nosom u obliku gumene loptice - može osvojiti i najtvrdokorniju osjetljivost. 
Unatoč aristokratskom držanju, maltezeri su izdržljivi i prilagodljivi kućni ljubimci. Oni su budni psi čuvari koji su neustrašivi na šarmantan način malih pasa, a također su i mali sportaši na agility stazi. 
Maltezeri se rijetko linjaju, dugovječni su i rado stječu nove prijatelje svih dobnih skupina. Ponekad tvrdoglavi i svojeglavi, dobro reagiraju na trening temeljen na nagradama. 
Sitni maltezer, ""Drevni malteški pas"", uživa u luksuzu otkad je Biblija bila djelo u nastajanju. Poznati po svojoj dlaci do poda koja oduzima dah, maltezeri su razigrani, šarmantni i prilagodljivi igrački pratitelji.";Nježni, razigrani, šarmantni;17,78;22,86;3;4;12;15;Dnevno četkanje;Infrequent;Redovito vježbanje;Ugodan/Agreeable;Otvoreno;
163;Standardni mančesterski terijer;Manchester Terrier (Standard);https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Manchester_terrier_Koira_2013.JPG/640px-Manchester_terrier_Koira_2013.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Anchor%2C_the_Manchester_Terrier.jpg/640px-Anchor%2C_the_Manchester_Terrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Manchesterterrier.jpg/640px-Manchesterterrier.jpg;Terrier group;"Svi Manchester terijeri su slični po temperamentu, tipu tijela i atletskim sposobnostima unatoč razlikama u veličini. 
Lako ih je prepoznati po gustoj dlaci bogate mahagoni smeđe i crne boje. 
Glava je duga i klinastog oblika; smeđe mrlje iznad svakog oka ukazuju na budan izraz. 
Manchester terijeri se mogu kretati, trčeći s dobrim dosegom prednjih nogu i propulzivnim stražnjim pogonom pokretanim mišićavim strojem. 
Manchester terijer je dobio ime po engleskom gradu u kojem se odvijao veći dio ranog razvoja pasmine. 
Vitki, živahni psi koji posjeduju instinkt terijera za lov i graciozne konture goniča za trčanje, Manchester terijeri su živahni, bistri i atletski građeni. Kombiniraju aerodinamičnu gracioznost goniča za trčanje i instinkte neustrašivog goniča za trčanje. 
Ovi živahni psi dolaze u dvije varijante veličine: Standardna (ne veća od 10 kg) i Toy (ne veća od 6 funti).";Živahan, bistar, oštro promatrački;38,1;40,64;5,44;9,98;15;17;Tjedno četkanje;Occasional;Redovito vježbanje;Lak za treniranje;Na oprezu / Responzivan;
164;Mini Manchester Terijer;Manchester Terrier (Toy);https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/ToyManchesterTerrier.jpg/640px-ToyManchesterTerrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Toy-manchester-terrier-weave.png/640px-Toy-manchester-terrier-weave.png;https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Toy_manchesters_lg.jpg/640px-Toy_manchesters_lg.jpg;toy Group;"Manchesterski terijeri kombiniraju elegantnu gracioznost malog goniča za trčanje i instinkte neustrašivog rat terijera. 
Ovi mali, živahni psi dolaze u dvije varijante veličine: toy (ne veći od 5,4 kg) i standardni (ne veći od 10,7 kg). 
Svi Manchesterski terijeri su slični po temperamentu, tipu tijela i atletskim sposobnostima unatoč razlikama u veličini. 
Lako ih je prepoznati po gustoj dlaci bogate mahagoni smeđe i crne boje. 
Glava je duga i klinasta; žućkaste mrlje iznad svakog oka ukazuju na budan izraz. 
Manchesterski terijeri mogu se kretati, trčeći s dobrim dosegom sprijeda i propulzivnim stražnjim pogonom pokretanim mišićavim strojem. 
Manchesterski terijer je dobio ime po engleskom gradu u kojem se odvijao veći dio ranog razvoja pasmine. 
Vitki, živahni psi koji posjeduju instinkt terijera za trčanje i graciozne konture goniča za trčanje, 
Manchesterski terijeri su živahni, bistri i atletski građeni. Kombiniraju elegantnu gracioznost goniča za trčanje i instinkte neustrašivog rat terijera. ";Okretni, živahni, inteligentni;25,4;30,48;5;6;15;17;Tjedno četkanje;Occasional;Redovito vježbanje;Lak za treniranje;Na oprezu / Responzivan;
165;Mastif;Mastiff;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Max_English_Mastiff_Puppy.jpg/640px-Max_English_Mastiff_Puppy.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lukey%27s_Governor_%28Mastiff%29.jpg/640px-Lukey%27s_Governor_%28Mastiff%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Mastiff_-_English_Mastiff.jpg/640px-Mastiff_-_English_Mastiff.jpg;Working group;"Za neupućene, susret licem u lice s ovim crnomaskiranim divovima može biti zapanjujući. 
Mužjak je visok najmanje 76 centimetara u ramenima i može biti teži od mnogih odraslih muškaraca. 
Pravokutno tijelo je duboko i mišićavo, prekriveno kratkom dvostrukom dlakom žućkastosmeđih, mareličastih ili tigrastih pruga. 
Glava je široka i masivna, a naborano čelo naglašava budan, ljubazan izraz. 
Mastifi su strpljivi, ljupki pratitelji i čuvari koji se najbolje nose s nježnom dresurom. 
Vječno odani mastifi zaštitnički nastrojeni su prema obitelji, a prirodna opreznost prema strancima čini ranu dresuru i socijalizaciju bitnom. 
Mastifi su prekrasni kućni ljubimci, ali nabava snažnog psa divovske pasmine obveza je koju ne treba shvatiti olako. 
Kolosalni mastif pripada psećem klanu drevnom kao i sama civilizacija. 
Masivan, teških kostiju hrabar pas i nevjerojatne snage, mastif je poslušan i dostojanstven, ali i snažan zaštitnik onih koje voli.";Hrabar, dostojanstven, dobrodušan;69,85;76,2;54,43;104,33;6;10;Povremeno kupanje i četkanje;Occasional;Redovito vježbanje;Ugodan/Agreeable;Na oprezu / Responzivan;
166;Mini američki ovčar;Miniature American Shepherd;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Miniature-american-shepherd-energies.jpg/640px-Miniature-american-shepherd-energies.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Miniature-american-shepherd-red-tricolor.jpg/640px-Miniature-american-shepherd-red-tricolor.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Miniature_American_Shepherd_red_merle.jpg/640px-Miniature_American_Shepherd_red_merle.jpg;Herding group;"Minijaturni američki ovčar dijeli mnoge fizičke osobine sa svojim pretkom, australskim ovčarom - samo u manjem obimu. 
Ženke su visoke između 33 i 47 centimetara u ramenima; mužjaci su visoki od 35 do 46 centimetara. 
Unatoč svojoj veličini, minijaturni ovčari su pravi pastirski psi: energični, svestrani, robusni i izuzetno bistri. 
Upečatljiva dlaka dolazi u crnoj, plavo-merle, crvenoj i crveno-merle boji. (Merle će pokazivati ​​​​u bilo kojoj količini mramoriranja, mrlja ili šara.) 
Minijaturni ovčari kreću se glatkim i okretnim korakom psa stvorenog za naporan rad na teškom terenu.. 
Pravi pastiri unatoč svojoj kompaktnoj veličini, minijaturni ovčari su bistri, samomotivirani radnici i simpatično odani i živahni psi pratioci koji imaju afinitet prema konjima.";Dobroćudni, inteligentni, odani;33,02;45,72;9,07;18,14;12;13;Dnevno četkanje;f;Energetičan;Željan udovoljiti;Prijateljsko;
167;Mini bul terijer;Miniature Bull Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Mini_Bull_Terrier.jpg/640px-Mini_Bull_Terrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Mini_Bull_Terrier_pup_Bully_Boy.jpg/640px-Mini_Bull_Terrier_pup_Bully_Boy.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Helina-bull-terrier-miniature.jpg/640px-Helina-bull-terrier-miniature.jpg;Terrier group;"U gotovo svakom pogledu Mini je bull terijer, samo manji. 
Zapravo, prije 1991. dva bul terijera bili su klasificirani kao varijante iste pasmine. 
Miniji su visoki između 25 i 35 cm u ramenima. 
Četvrtasti su, mišićavi i, za svoju veličinu, prilično snažni. 
Njihov zaštitni znak je velika jajolika glava s tamnim, trokutastim očima koje sjaje od nestašluka. 
Nemoguće je zamijeniti bul terijere s bilo kojom drugom pasminom. 
Dlaka može biti čisto bijela ili bijela s pretežno obojenim oznakama. 
U gotovo svakom pogledu Minijaturni bul terijer je bul terijer, samo manji. 
Ovi veseli, nestašni psi opremljeni su terijerskom vatrom i neustrašivošću. 
Ako bi ikada pas mogao ponijeti titulu ""Klaun princ psećeg svijeta"", to je Mini.";Vesel, nestašan, komičan;25,4;35,56;8,16;12,7;11;13;Povremeno kupanje i četkanje;Occasional;Energetičan;Nezavisan;Na oprezu / Responzivan;
168;Mini pinč;Miniature Pinscher;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Miniature_Pinscher_male_puppy.jpg/640px-Miniature_Pinscher_male_puppy.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Miniature_Pinscher_Female_Dog.png/640px-Miniature_Pinscher_Female_Dog.png;https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Pinscher_nano2.jpg/640px-Pinscher_nano2.jpg;toy Group;"Mini Pinčevi su čvrsti, kompaktni psi koji ne prelaze 30 cm u ramenu. 
Glatka, sjajna dlaka dolazi u dvije nijanse jednobojne crvene, čokoladno-smeđe ili crno-smeđe. 
Tamne, blago ovalne oči i visoko postavljene uši pomažu u isticanju samouvjerene osobnosti ""velikog psa"". 
Prepoznatljiva karakteristika Mini Pinča je visoki ""hackney"" hod, koji podsjeća na hackney konja u kasu. 
Dugonogi minijaturni pinč poznat je obožavateljima kao ""Kralj igračaka"". 
Ova ponosna, neustrašiva, zabavna pasmina igračaka sa sjajnom dlakom i kompaktnom, klinastom građom je pravi pas s osobnošću, poznat po visokom ""hackney"" hodu.";Neustrašiv, zabavan, ponosan;25,4;31,75;3,62;4,54;12;16;Povremeno kupanje i četkanje;Infrequent;Redovito vježbanje;Nezavisan;Na oprezu / Responzivan;
169;Mini šnaucer;Miniature Schnauzer;https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Miniature_Schnauzer_%281897%29.jpg/640px-Miniature_Schnauzer_%281897%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Miniature_Schnauzer_02.jpg/640px-Miniature_Schnauzer_02.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Miniature_Schnauzer_Jordy.jpg/640px-Miniature_Schnauzer_Jordy.jpg;Terrier group;"Zbijeni, robusni mali psi, visoki od 30 do 36 cm, minijaturni šnauceri nastali su uzgojem od svojih većih rođaka, standardnih šnaucera. 
Gusta brada i obrve daju minijima šarmantan, ljudski izraz. 
Tvrda, žilava dlaka dolazi u tri uzorka boja: sol i papar, crna i srebrna te čisto crna. 
Stvoreni da budu svestrani farmerski psi i lovci na štakore, žilavi su, mišićavi i neustrašivi, a da pritom nisu agresivni. 
Minijaturni šnaucer je bistar, prijateljski nastrojen pratitelj, dovoljno malen da se prilagodi životu u stanu, ali dovoljno neumoran da patrolira hektarima poljoprivrednog zemljišta. 
Dobro se slažu s drugim životinjama i djecom. 
Miniji su čvrsti mali psi i uživaju u živahnoj igri. 
Orijentirani prema domu i obitelji, izvrsni su psi čuvari. Minijaturni šnaucer, najmanji od tri pasmine šnaucera, općenito je zdrav, dugovječan i malo linjajući pratitelj. Dodajte otvorenu osobnost, prenosivu veličinu i sportski izgled i dobit ćete idealnog obiteljskog psa.";Prijateljski, pametan, poslušan;30,48;35,56;4,98;9,07;12;15;Povremeno kupanje i četkanje;Infrequent;Redovito vježbanje;Željan udovoljiti;Na oprezu / Responzivan;
170;Planinski kur;Mountain Cur;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/MountainCur.jpg/640px-MountainCur.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Mountain_View_Cur.jpg/640px-Mountain_View_Cur.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Mtncur.png/640px-Mtncur.png;Foundation Stock Service;"Planinski kur je brz, snažan lovački pas koji trči po tragu s glavom u zraku. Na tragu može biti otvoren, poluotvoren ili tih, a lavež se čuje na veliku udaljenost. Kružit će i lebdjeti na hladnom tragu ako vrući nije dostupan dok ne pronađu vrući trag. 
Hrabri su borci kada je to potrebno i izuzetno inteligentni, s jakim instinktom za hvatanje divljači te se lako mogu dresirati da napuste neželjenu divljač. 
Najbolje reagiraju na trening s puno ljudskog kontakta, a osim lova, izvrsni su pratitelji i psi čuvari. 
Planinski cur je lovački pas s dobrim instinktom za hvatanje divljači. Vrlo je hrabar borac i izuzetno inteligentan, obavlja bilo koji posao koji njegov gospodar želi. 
Psi su bili ključni dio kultura ranih pionira, doseljenika i domaćina.";Inteligentni, snažne volje, rezervirani prema strancima;40,64;66,04;13,6;27,22;10;13;Povremeno kupanje i četkanje;Seasonal;Treba puno aktivnosti;Može biti tvrdoglav;Rezerviran s nepoznatima;
171;Mudi;Mudi;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Hondenras_Mudi.jpg/640px-Hondenras_Mudi.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Mudi_fawn.JPG/640px-Mudi_fawn.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Mudi_blue_merle.jpg/640px-Mudi_blue_merle.jpg;Miscellaneous Class;"Mudi (izgovara se kao engleski ""ćudljiv"") je srednje velik pastirski pas iz Mađarske koji postoji od 19. stoljeća. Kaže se da se Mudi prirodno razvio križanjem pasmina Puli, Pumi i njemački špic. 
Danas se Mudi, iako vrlo rijedak, smatra aktivnom, inteligentnom i poslušnom radnom pasminom. 
Procjenjuje se da u svijetu nema više od nekoliko tisuća Mudija, s najvećim brojem u Mađarskoj, zatim u Finskoj, a još su rjeđi diljem Europe, SAD-a i Kanade. 
Mudi se ističe u agilityju, poslušnosti i flyballu, kao i u drugim psećim sportovima. On je prava radna pasmina i blista kada čuva i goveda i ovce, a slavu je stekao kao pas za potragu i spašavanje u Finskoj i SAD-u. 
Mudi je izuzetno svestran, inteligentan, oprezan, okretan, višenamjenski mađarski farmerski pas. 
Njegova hrabrost korisna je za rad s najtvrdokornijom stokom. 
Pasmina je odan zaštitnik imovine i članova obitelji bez pretjerane agresivnosti.";Odan, inteligentan, aktivan;38,1;46,99;8,14;13,15;13;14;Povremeno kupanje i četkanje;Occasional;Treba puno aktivnosti;Željan udovoljiti;Rezerviran s nepoznatima;
172;Napuljski mastif;Neapolitan Mastiff;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Neapolitan_mastiff_%287982300911%29.jpg/640px-Neapolitan_mastiff_%287982300911%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Cannon_-_Male_Neapolitan_Mastiff_1998.jpeg/640px-Cannon_-_Male_Neapolitan_Mastiff_1998.jpeg;https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Neapolitan_Mastiff_puppies.png/640px-Neapolitan_Mastiff_puppies.png;Working group;"Osim ako niste bili u Jurskom parku, nikada niste vidjeli ništa slično mastinu. 
Ovi veličanstveni čuvari zapanjujućeg izgleda su masivni, snažni psi. 
Američki klub napuljskih mastifa opisuje glavu svog psa kao ""zapanjujuću"" - i treba im odati priznanje što su pogodili pravi pridjev. 
Obilne viseće bore i nabori te opuštene usne čine da mastino izgleda kao mastif od marcipana koji je predugo bio na suncu. 
Ipak, unutarnje dostojanstvo i plemenitost pasmine mogu se opisati samo kao prekrasni. 
Napuljski mastif je ogroman, snažan čuvar čiji zapanjujući izgled zastrašuje uljeze još od vremena starog Rima. 
Oprezan prema strancima, obilno naborani mastino je sladak, miran i postojan među voljenima.";Odan, dostojanstven, oprezan;60,96;78,74;49,89;68,04;7;9;Tjedno četkanje;Seasonal;Redovito vježbanje;Može biti tvrdoglav;Na oprezu / Responzivan;
173;Nizozemski koikerhondje;Nederlandse Kooikerhondje ;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Nederlandse_Kooikerhondje.jpg/640px-Nederlandse_Kooikerhondje.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Kooiker03.jpg/640px-Kooiker03.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Kooikerhondje_puppy.jpg/640px-Kooikerhondje_puppy.jpg;Sporting group;"Kooikerhondje (Koi-ker-hond-yuh) - „mali bijelo-narančasti pas s velikim srcem“ - sportski je, privlačan momak sa svilenkastom bijelom dlakom za sve vremenske uvjete s crvenim mrljama. Odmah su prepoznatljivi zahvaljujući velikim ušima s crnim vrhovima i bogato obraslom repu kojim ponosno mašu. 
Pasmina ima čvrstu koštanu strukturu kakva se očekuje od ozbiljnog lovca, ali cjelokupna slika je ona skladno građenog psa glatkih, tečnih kontura i elastičnog hoda. 
Nizozemski Kooikerhondje je živahan, okretan, samouvjeren, dobrodušan i oprezan. 
Pasmina je vjerna, opuštena i prijateljski nastrojena kod kuće. 
Na otvorenom je pravi sportski pas jer je oštar, brz, žilav, pažljiv i energičan. S dovoljno upornosti i izdržljivosti, uživa u radu i to čini s vedrim karakterom.";Prijateljski, oprezan, brz;35,56;43,18;9,07;16,61;12;15;Tjedno četkanje;Seasonal;Redovito vježbanje;Željan udovoljiti;Rezerviran s nepoznatima;
174;Njufoundlend;Newfoundland;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Newfoundland_dog_Smoky.jpg/640px-Newfoundland_dog_Smoky.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Newfoundlandmustavalkoinen4.jpg/640px-Newfoundlandmustavalkoinen4.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Newfoundland_dog_at_Crufts.jpg/640px-Newfoundland_dog_at_Crufts.jpg;Working group;"Mužjak Newfoundlanda može težiti do 70 kg i biti visok 71 cm u ramenima; ženke obično teže od 45 do 59 kg. 
Glava Newfoundlanda je veličanstvena, izraz mekan i emotivan. Vanjska dlaka je ravna i gruba. 
Boje su siva, smeđa, crna i crno-bijela dlaka nazvana po umjetniku Sir Edwinu Landseeru, koji je popularizirao taj izgled u svojim slikama. 
Standard pasmine Newfie kaže da je slatki temperament „najvažnija pojedinačna karakteristika pasmine“. 
Izvrsni karakter Newfoundlanda izražava se u njihovoj sklonosti prema djeci. 
Povjerljivi i lako se dresiraju, Newfie dobro reagiraju na nježno vodstvo. 
Ovi plemeniti divovi spadaju među najveće pse na svijetu, a nabava kućnog ljubimca koji bi vas mogao nadmašiti dolazi s očitim izazovima. 
Masivni Newfoundland je izrazito velik, snažan radni pas teških kostiju i dostojanstvenog držanja. Blagog temperamenta Newfie je poznato dobar pratitelj i stekao je reputaciju strpljivog i budnog „psa dadilje“ za djecu.";Slatki, strpljivi, odani;66,04;71,12;45,35;68,04;9;10;Tjedno četkanje;Seasonal;Treba puno aktivnosti;Lak za treniranje;Prijateljsko;
